Order Date,Product Name,Category,Region,Quantity,Sales,Profit,Performance,Profit_Margin
12-03-2023,Smartphone,Electronics,East,2,1180,261.16,Low,0.221322034
05-10-2022,Smartphone,Electronics,East,3,411,55.73,Low,0.135596107
19-01-2022,Mouse,Accessories,East,1,745,151.22,Low,0.202979866
09-05-2022,Printer,Office,West,9,10656,961.3,Low,0.090212087
23-05-2024,Mouse,Accessories,South,3,1494,178.5,Low,0.119477912
11-07-2024,Camera,Electronics,South,5,1755,358.01,Low,0.203994302
22-08-2022,Camera,Electronics,South,9,4941,894.52,Low,0.181040275
03-11-2024,Smartwatch,Electronics,North,6,6510,1539.18,Medium,0.23643318
11-10-2024,Smartphone,Electronics,South,5,5465,719.92,Low,0.131732845
09-11-2024,Tablet,Electronics,South,3,3522,285.91,Low,0.081178308
01-04-2024,Tablet,Electronics,West,6,1656,139.86,Low,0.084456522
07-07-2022,Printer,Office,North,5,1255,257.15,Low,0.204900398
10-06-2023,Keyboard,Accessories,East,1,1192,320.13,Low,0.268565436
15-05-2023,Tablet,Electronics,West,5,1925,204.74,Low,0.106358442
08-06-2022,Tablet,Electronics,West,8,1688,337.33,Low,0.199840047
26-06-2023,Headphones,Accessories,South,1,260,16.81,Low,0.064653846
19-01-2022,Monitor,Accessories,West,5,4880,1250.66,Medium,0.256282787
10-04-2024,Keyboard,Accessories,West,7,1134,179.74,Low,0.158500882
10-06-2022,Laptop,Electronics,North,9,9621,1201.29,Medium,0.124861241
03-02-2023,Monitor,Accessories,South,4,2836,698.83,Low,0.246413963
15-05-2023,Printer,Office,North,9,5859,1153.89,Medium,0.196943164
11-09-2022,Smartwatch,Electronics,South,2,2044,460.03,Low,0.225063601
01-07-2023,Monitor,Accessories,South,1,612,174.52,Low,0.285163399
18-02-2022,Smartwatch,Electronics,North,3,1890,492.31,Low,0.260481481
30-09-2023,Smartwatch,Electronics,East,5,2025,168.82,Low,0.083367901
04-09-2023,Printer,Office,South,2,1960,312.06,Low,0.159214286
07-07-2022,Camera,Electronics,North,6,4410,893.27,Low,0.202555556
14-07-2024,Keyboard,Accessories,West,8,8272,2391.88,High,0.289153772
27-09-2022,Smartwatch,Electronics,West,6,5712,638.29,Low,0.111745448
20-04-2024,Smartwatch,Electronics,North,6,1524,178.36,Low,0.117034121
24-05-2024,Keyboard,Accessories,North,8,5160,1057.41,Medium,0.204924419
29-12-2024,Mouse,Accessories,East,4,2956,451.6,Low,0.152774019
07-05-2023,Smartphone,Electronics,West,8,7944,2257.73,High,0.28420569
10-09-2024,Camera,Electronics,North,5,1815,535.22,Low,0.294887052
21-03-2023,Headphones,Accessories,North,3,2706,546.97,Low,0.202132299
05-05-2023,Laptop,Electronics,North,2,1356,144.18,Low,0.106327434
27-07-2023,Printer,Office,South,6,6384,1189.19,Medium,0.186276629
13-06-2023,Smartwatch,Electronics,South,9,4248,964.12,Low,0.226958569
02-05-2024,Monitor,Accessories,North,6,3954,676.82,Low,0.171173495
21-04-2024,Smartphone,Electronics,South,6,7110,739.6,Low,0.104022504
25-07-2023,Headphones,Accessories,South,7,8113,995.03,Low,0.12264637
26-01-2023,Headphones,Accessories,North,3,1830,183.62,Low,0.100338798
11-01-2023,Keyboard,Accessories,West,4,3732,671.19,Low,0.179847267
27-09-2024,Mouse,Accessories,West,6,4062,1087.17,Medium,0.267644018
03-12-2024,Smartwatch,Electronics,North,1,496,93.31,Low,0.188125
24-08-2023,Smartwatch,Electronics,East,4,1104,84.31,Low,0.076367754
19-05-2023,Smartphone,Electronics,West,3,2274,662,Low,0.291116974
13-06-2022,Smartwatch,Electronics,North,8,4456,1106.04,Medium,0.248213645
26-08-2022,Mouse,Accessories,West,8,4928,1038.18,Medium,0.210669643
22-01-2023,Smartphone,Electronics,North,4,1740,224.79,Low,0.129189655
08-08-2022,Headphones,Accessories,North,2,178,31.46,Low,0.176741573
19-11-2023,Printer,Office,East,8,5296,1234.81,Medium,0.233158988
28-06-2023,Mouse,Accessories,North,4,4156,847.09,Low,0.203823388
09-10-2024,Printer,Office,North,1,624,106.92,Low,0.171346154
04-09-2022,Smartphone,Electronics,West,4,3892,1052.72,Medium,0.270483042
18-07-2024,Mouse,Accessories,South,9,1620,294.6,Low,0.181851852
22-09-2022,Mouse,Accessories,West,3,2250,301.97,Low,0.134208889
31-07-2024,Monitor,Accessories,West,2,1390,316.31,Low,0.227561151
21-04-2023,Camera,Electronics,South,5,5155,1325.16,Medium,0.257063046
09-07-2022,Smartwatch,Electronics,North,5,1025,262.91,Low,0.256497561
31-07-2024,Mouse,Accessories,South,3,1785,244.52,Low,0.136985994
30-09-2022,Smartwatch,Electronics,North,9,2952,605.85,Low,0.20523374
25-12-2024,Headphones,Accessories,East,1,773,181.52,Low,0.234825356
30-03-2023,Tablet,Electronics,North,8,1640,361.48,Low,0.220414634
02-10-2023,Keyboard,Accessories,East,1,1017,69.33,Low,0.068171091
23-05-2022,Headphones,Accessories,East,4,1964,349.91,Low,0.178161914
05-04-2023,Mouse,Accessories,North,3,2994,638.59,Low,0.213289913
08-10-2023,Printer,Office,East,9,8046,2210.33,High,0.274711658
22-05-2022,Printer,Office,West,2,1874,271.5,Low,0.144877268
19-08-2023,Mouse,Accessories,North,8,6008,871.76,Low,0.145099867
06-09-2023,Camera,Electronics,East,8,7240,411.19,Low,0.056794199
17-06-2024,Monitor,Accessories,South,9,1188,348.31,Low,0.293190236
22-12-2024,Headphones,Accessories,North,9,2997,163.34,Low,0.054501168
02-02-2023,Printer,Office,West,9,7524,2017.85,High,0.268188464
13-10-2022,Monitor,Accessories,North,5,3625,268.73,Low,0.074132414
31-03-2024,Laptop,Electronics,East,8,6952,871.2,Low,0.125316456
29-05-2023,Camera,Electronics,North,9,1053,283.58,Low,0.269306743
21-12-2024,Monitor,Accessories,North,9,6696,1224.22,Medium,0.182828554
09-10-2024,Headphones,Accessories,North,2,1420,93.59,Low,0.065908451
29-12-2023,Camera,Electronics,West,9,9972,2566.01,High,0.2573215
28-11-2022,Laptop,Electronics,South,8,3136,494.26,Low,0.157608418
10-02-2023,Camera,Electronics,West,3,225,20.52,Low,0.0912
12-05-2022,Mouse,Accessories,East,3,1662,375.04,Low,0.225655836
03-05-2024,Printer,Office,West,4,500,85.96,Low,0.17192
02-08-2022,Smartphone,Electronics,North,8,3168,747.33,Low,0.235899621
31-12-2023,Smartphone,Electronics,East,1,622,104.57,Low,0.168118971
03-04-2022,Tablet,Electronics,North,3,1233,361.12,Low,0.292879157
19-01-2024,Laptop,Electronics,West,3,573,116.14,Low,0.202687609
18-02-2022,Tablet,Electronics,South,1,702,129.34,Low,0.184245014
14-05-2024,Laptop,Electronics,South,8,4832,1261.06,Medium,0.26098096
17-01-2023,Printer,Office,North,5,3765,670.8,Low,0.178167331
05-05-2024,Camera,Electronics,North,8,6928,1415.16,Medium,0.204266744
01-02-2023,Headphones,Accessories,West,7,1624,436.13,Low,0.268552956
01-04-2023,Headphones,Accessories,North,1,68,10.39,Low,0.152794118
04-06-2023,Mouse,Accessories,North,1,651,187.99,Low,0.288771121
16-09-2024,Printer,Office,North,7,6293,718.49,Low,0.114172891
16-02-2023,Keyboard,Accessories,West,2,1068,85.71,Low,0.080252809
17-10-2023,Keyboard,Accessories,North,1,381,26.69,Low,0.070052493
21-07-2022,Printer,Office,South,2,2016,426.43,Low,0.211522817
10-02-2024,Headphones,Accessories,West,2,1224,340.67,Low,0.278325163
23-10-2022,Monitor,Accessories,South,5,2180,400.01,Low,0.183490826
12-09-2024,Laptop,Electronics,North,9,2853,353.09,Low,0.123760953
04-10-2022,Mouse,Accessories,South,1,272,45.33,Low,0.166654412
14-03-2022,Smartphone,Electronics,North,4,2640,183.23,Low,0.069405303
26-04-2024,Monitor,Accessories,North,2,488,129.02,Low,0.264385246
10-11-2023,Printer,Office,South,8,9184,1795.93,Medium,0.195549869
12-04-2024,Tablet,Electronics,North,5,280,23.98,Low,0.085642857
03-10-2024,Keyboard,Accessories,East,3,2889,604.45,Low,0.209224645
18-07-2024,Laptop,Electronics,West,1,625,125.9,Low,0.20144
16-04-2024,Keyboard,Accessories,South,8,7056,538.48,Low,0.076315193
11-07-2023,Tablet,Electronics,West,8,3936,720.2,Low,0.182977642
19-09-2022,Smartwatch,Electronics,East,6,2472,363.38,Low,0.146998382
19-06-2022,Mouse,Accessories,West,5,855,67.57,Low,0.07902924
25-02-2024,Mouse,Accessories,West,3,3480,560.39,Low,0.161031609
07-03-2023,Camera,Electronics,South,1,846,103.3,Low,0.122104019
09-03-2022,Keyboard,Accessories,North,1,158,46.24,Low,0.292658228
31-12-2022,Mouse,Accessories,South,9,3186,583.24,Low,0.183063402
01-02-2024,Mouse,Accessories,North,7,6972,969.43,Low,0.139046185
15-04-2024,Mouse,Accessories,East,5,1745,449.64,Low,0.257673352
15-05-2024,Laptop,Electronics,East,8,4256,372.95,Low,0.087629229
14-04-2022,Keyboard,Accessories,South,3,1674,499.63,Low,0.298464755
25-09-2024,Camera,Electronics,North,8,6488,1072.86,Medium,0.165360666
05-03-2022,Tablet,Electronics,East,5,3530,803.86,Low,0.22772238
03-09-2022,Mouse,Accessories,North,2,632,87.45,Low,0.138370253
09-11-2024,Monitor,Accessories,North,7,3675,236.8,Low,0.064435374
12-09-2023,Smartwatch,Electronics,West,6,5592,926.42,Low,0.165668813
11-02-2023,Keyboard,Accessories,East,6,6432,807.94,Low,0.125612562
27-08-2023,Camera,Electronics,East,3,3069,503.3,Low,0.163994787
26-05-2023,Keyboard,Accessories,North,7,2898,490.11,Low,0.169120083
30-05-2024,Tablet,Electronics,North,4,3960,632.76,Low,0.159787879
31-07-2024,Tablet,Electronics,South,3,1476,85.16,Low,0.057696477
14-11-2023,Printer,Office,East,2,1058,298.69,Low,0.28231569
27-11-2023,Monitor,Accessories,South,5,1215,162.02,Low,0.133349794
04-03-2024,Camera,Electronics,North,3,204,20.43,Low,0.100147059
24-12-2024,Tablet,Electronics,West,7,4137,221.66,Low,0.053579889
21-05-2022,Camera,Electronics,West,5,250,16.81,Low,0.06724
14-09-2022,Tablet,Electronics,West,5,1185,254.34,Low,0.214632911
12-03-2024,Headphones,Accessories,South,2,1504,108.52,Low,0.072154255
28-06-2024,Keyboard,Accessories,West,6,6888,945.07,Low,0.137205285
25-12-2024,Smartphone,Electronics,West,3,3588,958.84,Low,0.267235229
18-11-2022,Laptop,Electronics,South,7,1477,367.22,Low,0.248625592
22-10-2022,Smartwatch,Electronics,East,8,1280,131.56,Low,0.10278125
16-11-2024,Tablet,Electronics,South,7,7161,630.76,Low,0.08808267
13-03-2023,Printer,Office,North,5,1850,346.4,Low,0.187243243
27-12-2023,Mouse,Accessories,East,3,3378,520.31,Low,0.154029011
30-10-2024,Laptop,Electronics,West,7,7672,2046.38,High,0.266733577
03-11-2024,Tablet,Electronics,South,6,4254,938.66,Low,0.220653503
19-11-2024,Keyboard,Accessories,East,5,2285,279.9,Low,0.12249453
29-04-2024,Keyboard,Accessories,West,7,5775,680.6,Low,0.117852814
21-10-2022,Smartphone,Electronics,North,9,9360,910.35,Low,0.097259615
25-01-2023,Printer,Office,North,8,6936,1156.52,Medium,0.166741638
17-05-2022,Camera,Electronics,East,9,5634,464.71,Low,0.082483138
29-03-2024,Smartphone,Electronics,North,4,2644,731.86,Low,0.276800303
22-11-2023,Headphones,Accessories,North,1,247,35.65,Low,0.144331984
24-09-2023,Laptop,Electronics,East,7,1869,357.27,Low,0.191155698
17-07-2024,Smartwatch,Electronics,West,7,1988,430.59,Low,0.216594567
17-06-2023,Laptop,Electronics,West,4,1920,549.11,Low,0.285994792
20-05-2024,Headphones,Accessories,West,3,2577,196.37,Low,0.076201009
10-06-2024,Camera,Electronics,East,3,828,117.95,Low,0.142451691
31-01-2022,Camera,Electronics,South,2,1580,403.76,Low,0.255544304
13-09-2023,Camera,Electronics,East,9,9009,1909.26,Medium,0.211928072
01-10-2022,Smartphone,Electronics,East,9,7425,1580.86,Medium,0.212910438
24-12-2024,Monitor,Accessories,West,5,2945,672.35,Low,0.228302207
19-07-2023,Mouse,Accessories,West,3,294,22.9,Low,0.077891156
17-05-2024,Mouse,Accessories,South,5,5875,789.23,Low,0.134337021
17-01-2022,Smartwatch,Electronics,West,3,1308,197.6,Low,0.151070336
10-01-2024,Monitor,Accessories,South,4,2360,391.82,Low,0.166025424
10-04-2023,Smartwatch,Electronics,West,6,1008,245.45,Low,0.243501984
27-10-2023,Smartwatch,Electronics,North,6,1344,338.4,Low,0.251785714
12-01-2022,Printer,Office,West,7,5635,1185.97,Medium,0.210464951
15-09-2023,Mouse,Accessories,East,4,4088,1200.03,Medium,0.293549413
04-12-2024,Camera,Electronics,South,8,2192,441.77,Low,0.201537409
06-06-2022,Keyboard,Accessories,South,8,1952,444.15,Low,0.227535861
28-01-2023,Smartphone,Electronics,East,7,3955,1144.76,Medium,0.289446271
24-06-2023,Mouse,Accessories,South,8,5256,1118.16,Medium,0.212739726
28-12-2022,Camera,Electronics,North,1,1163,115.09,Low,0.098959587
24-09-2022,Smartwatch,Electronics,North,9,5004,973.65,Low,0.194574341
06-05-2023,Mouse,Accessories,North,8,9128,1342.19,Medium,0.147040973
13-07-2023,Laptop,Electronics,East,4,4700,576.34,Low,0.122625532
05-01-2022,Camera,Electronics,West,2,1686,146.39,Low,0.086826809
03-08-2024,Keyboard,Accessories,South,9,4572,279.54,Low,0.061141732
21-08-2023,Smartphone,Electronics,South,5,2510,515.12,Low,0.205227092
04-06-2023,Smartphone,Electronics,West,3,3117,829.09,Low,0.265989734
12-05-2024,Laptop,Electronics,West,1,380,94.35,Low,0.248289474
14-07-2023,Monitor,Accessories,West,9,2889,604.19,Low,0.209134649
08-11-2024,Smartwatch,Electronics,East,9,3654,581.9,Low,0.159250137
12-09-2023,Printer,Office,East,6,5610,298.77,Low,0.053256684
27-04-2024,Smartphone,Electronics,South,1,668,99.4,Low,0.148802395
08-01-2022,Smartphone,Electronics,South,7,3983,360.13,Low,0.090416771
24-01-2024,Keyboard,Accessories,South,1,1112,272.81,Low,0.245332734
20-06-2022,Monitor,Accessories,North,9,4230,221.06,Low,0.052260047
01-08-2024,Tablet,Electronics,East,8,2968,530.3,Low,0.178672507
10-01-2022,Monitor,Accessories,West,5,4690,706.74,Low,0.150690832
09-05-2022,Camera,Electronics,West,6,4296,1240.31,Medium,0.288712756
19-12-2023,Camera,Electronics,North,7,7203,523.52,Low,0.072680827
20-11-2022,Smartphone,Electronics,North,4,3640,695.31,Low,0.191019231
11-11-2022,Smartphone,Electronics,East,1,1131,304.62,Low,0.26933687
03-01-2024,Camera,Electronics,West,9,3627,797.53,Low,0.219886959
11-08-2023,Mouse,Accessories,South,8,7968,1249.98,Medium,0.156875
23-11-2022,Headphones,Accessories,South,3,3546,490.28,Low,0.138262831
01-03-2024,Tablet,Electronics,South,5,2270,546.56,Low,0.24077533
07-07-2023,Keyboard,Accessories,West,2,1354,136.91,Low,0.101115214
20-04-2023,Headphones,Accessories,West,7,6811,1423.57,Medium,0.209010424
09-02-2022,Smartwatch,Electronics,East,3,1410,232.65,Low,0.165
17-10-2022,Keyboard,Accessories,North,2,1170,249.99,Low,0.213666667
04-08-2023,Laptop,Electronics,East,7,4739,740.74,Low,0.156307238
01-12-2023,Mouse,Accessories,South,9,7866,1554.38,Medium,0.197607424
31-07-2022,Monitor,Accessories,East,5,3645,388.31,Low,0.106532236
24-02-2023,Headphones,Accessories,East,6,5358,568.34,Low,0.106073162
18-05-2024,Camera,Electronics,North,5,1775,486.37,Low,0.274011268
19-05-2023,Headphones,Accessories,South,9,4905,1351.25,Medium,0.2754842
29-09-2022,Mouse,Accessories,East,6,4260,372.33,Low,0.087401408
03-09-2024,Printer,Office,East,2,1632,292.78,Low,0.17939951
12-03-2023,Smartwatch,Electronics,East,6,3324,466.78,Low,0.140427196
17-07-2023,Camera,Electronics,West,5,4590,347.14,Low,0.07562963
14-04-2022,Laptop,Electronics,East,9,8496,2182.42,High,0.256876177
16-06-2022,Printer,Office,North,6,6444,518.79,Low,0.080507449
14-03-2022,Camera,Electronics,North,1,812,51.13,Low,0.06296798
15-07-2023,Monitor,Accessories,West,6,1764,465.93,Low,0.264132653
13-05-2024,Printer,Office,West,1,1012,172.67,Low,0.17062253
03-05-2023,Keyboard,Accessories,South,2,836,47.07,Low,0.056303828
29-12-2023,Smartwatch,Electronics,East,1,723,115.26,Low,0.159419087
05-12-2022,Headphones,Accessories,North,6,5628,1033.15,Medium,0.183573205
26-09-2024,Laptop,Electronics,North,5,1660,283.14,Low,0.170566265
28-03-2023,Headphones,Accessories,West,3,2295,244.83,Low,0.106679739
19-04-2024,Printer,Office,East,2,2190,477.8,Low,0.218173516
11-10-2024,Tablet,Electronics,East,7,3500,919.35,Low,0.262671429
23-04-2022,Headphones,Accessories,West,2,1098,239.92,Low,0.218506375
01-06-2023,Mouse,Accessories,North,5,945,194.03,Low,0.205322751
19-02-2022,Mouse,Accessories,West,6,5622,1382.67,Medium,0.245939168
13-07-2023,Camera,Electronics,East,3,2325,309.49,Low,0.133113978
03-08-2022,Keyboard,Accessories,South,1,1157,252.08,Low,0.217873812
30-01-2024,Printer,Office,West,3,531,126.24,Low,0.237740113
23-07-2023,Tablet,Electronics,West,2,1760,278.09,Low,0.158005682
12-11-2023,Smartwatch,Electronics,North,1,371,108.58,Low,0.292668464
15-10-2024,Smartphone,Electronics,East,4,1896,191.7,Low,0.101107595
09-08-2023,Smartwatch,Electronics,South,2,514,106.75,Low,0.207684825
18-08-2022,Monitor,Accessories,West,7,1876,129.25,Low,0.068896588
19-08-2023,Camera,Electronics,East,6,1182,236.12,Low,0.199763113
14-03-2022,Smartphone,Electronics,North,5,4255,961.41,Low,0.225948296
15-09-2022,Monitor,Accessories,North,9,1341,150.7,Low,0.112378822
23-09-2022,Keyboard,Accessories,North,1,644,49.25,Low,0.076475155
17-05-2024,Monitor,Accessories,South,3,1827,94.4,Low,0.051669403
27-10-2024,Camera,Electronics,North,1,930,136.16,Low,0.146408602
15-02-2022,Camera,Electronics,South,4,528,152.8,Low,0.289393939
23-02-2022,Monitor,Accessories,South,6,4236,739.22,Low,0.174508971
14-01-2023,Headphones,Accessories,North,4,1664,190.82,Low,0.114675481
12-01-2023,Smartwatch,Electronics,North,3,2727,554.46,Low,0.203322332
08-02-2022,Smartwatch,Electronics,North,2,522,52.73,Low,0.101015326
06-12-2024,Mouse,Accessories,West,7,8288,1945.03,Medium,0.234680261
12-03-2024,Laptop,Electronics,West,9,1062,73.58,Low,0.069284369
01-10-2023,Smartphone,Electronics,East,3,1140,226.52,Low,0.198701754
12-04-2024,Keyboard,Accessories,East,8,3488,712.24,Low,0.204197248
22-12-2023,Tablet,Electronics,North,8,5920,1436.7,Medium,0.242685811
06-03-2024,Monitor,Accessories,North,9,3096,362.89,Low,0.117212532
02-05-2024,Monitor,Accessories,South,5,3490,205.04,Low,0.058750716
02-04-2022,Smartwatch,Electronics,South,6,4374,702.62,Low,0.160635574
11-02-2024,Smartphone,Electronics,South,6,3366,541.86,Low,0.160980392
02-04-2024,Printer,Office,East,6,822,231.62,Low,0.281776156
27-11-2024,Monitor,Accessories,North,2,340,39.12,Low,0.115058824
30-08-2022,Mouse,Accessories,East,1,763,217.94,Low,0.285635649
15-07-2022,Headphones,Accessories,West,4,3408,856.98,Low,0.251461268
21-02-2022,Tablet,Electronics,West,7,2282,537.71,Low,0.235631025
14-09-2023,Camera,Electronics,South,7,4151,1047.43,Medium,0.252331968
08-04-2024,Laptop,Electronics,North,7,6279,1689.55,Medium,0.269079471
24-10-2023,Monitor,Accessories,North,3,474,83.32,Low,0.175780591
16-04-2023,Monitor,Accessories,West,5,680,176.44,Low,0.259470588
15-10-2023,Headphones,Accessories,West,9,8496,1721.6,Medium,0.202636535
20-08-2023,Keyboard,Accessories,South,7,7826,714.68,Low,0.091321237
24-10-2023,Mouse,Accessories,South,6,4014,717.44,Low,0.178734429
26-07-2024,Laptop,Electronics,East,1,687,62.82,Low,0.091441048
31-10-2024,Smartwatch,Electronics,South,3,2943,234.27,Low,0.079602446
28-04-2022,Printer,Office,East,7,5649,660.37,Low,0.116900336
15-08-2024,Tablet,Electronics,North,8,3296,623.67,Low,0.189220267
28-09-2024,Headphones,Accessories,North,3,1137,173.92,Low,0.15296394
18-07-2024,Smartphone,Electronics,North,2,380,101.7,Low,0.267631579
22-10-2022,Laptop,Electronics,West,5,4405,1247.86,Medium,0.283282633
01-11-2022,Tablet,Electronics,East,1,120,9.43,Low,0.078583333
13-06-2023,Printer,Office,East,1,1176,182.07,Low,0.154821429
20-02-2023,Camera,Electronics,South,3,1770,366.58,Low,0.207107345
20-05-2023,Camera,Electronics,South,6,4302,965.02,Low,0.224318921
19-12-2023,Camera,Electronics,North,3,2988,362.68,Low,0.121378849
17-06-2024,Headphones,Accessories,East,3,3033,458.41,Low,0.151140785
14-07-2023,Mouse,Accessories,South,9,6363,1752.65,Medium,0.275443973
04-07-2022,Tablet,Electronics,West,6,3402,501.29,Low,0.147351558
23-03-2022,Keyboard,Accessories,South,4,3496,1032.81,Medium,0.295426201
19-11-2022,Monitor,Accessories,East,4,1080,204.95,Low,0.189768519
28-02-2022,Headphones,Accessories,East,6,1530,218.99,Low,0.143130719
11-09-2023,Keyboard,Accessories,West,4,3568,764.2,Low,0.214181614
13-11-2022,Smartphone,Electronics,West,1,954,48.97,Low,0.051331237
